list-card-link href,list-card-addr,list-card-type,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-variable-text,list-card-link src,,list-card-price,list-card-details 3,list-card-label 3,list-card-save-content
https://www.zillow.com/homedetails/7952-69th-Ave-2-Middle-Village-NY-11379/2081969495_zpid/,"7952 69th Ave # 2, Middle Village, NY 11379",Apartment for rent,2,bds,1,ba,7 days ago,"https://maps.googleapis.com/maps/api/streetview?location=40.709646,-73.871427&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=PtC2S6cBlEifzREvrAxT62osjNY=","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7952 69th Ave # 2, Middle Village, NY 11379"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7952 69th Ave # 2"",""addressLocality"":""Middle Village"",""addressRegion"":""NY"",""postalCode"":""11379""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.709646,""longitude"":-73.871427},""url"":""/homedetails/7952-69th-Ave-2-Middle-Village-NY-11379/2081969495_zpid/""}","$2,100/mo",900,sqft,Save this home
https://www.zillow.com/homedetails/13924-35th-Ave-1-Flushing-NY-11354/2087955033_zpid/,"13924 35th Ave # 1, Flushing, NY 11354",Apartment for rent,1,bd,1,ba,7 days ago,https://photos.zillowstatic.com/p_e/ISuww3ov4ynffj0000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13924 35th Ave # 1, Flushing, NY 11354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""825""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13924 35th Ave # 1"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.765538,""longitude"":-73.82635},""url"":""/homedetails/13924-35th-Ave-1-Flushing-NY-11354/2087955033_zpid/""}","$1,914/mo",825,sqft,Save this home
https://www.zillow.com/b/13950-35th-ave-flushing-ny-5YG6Dk/,"13950 35th Ave, Flushing, NY",For Rent,"$1,800+",1 bd,,,7 days ago,https://photos.zillowstatic.com/p_e/ISegd56lbn56ji0000000000.jpg,,,,,
https://www.zillow.com/b/6515-yellowstone-blvd-forest-hills-ny-97gLYm/,"6515 Yellowstone Blvd, Forest Hills, NY",For Rent,"$1,750+",1 bd,"$2,200 ",2 bds,7 days ago,https://photos.zillowstatic.com/p_e/ISv4jmbexynn310000000000.jpg,,,,,
https://www.zillow.com/homedetails/4601-Skillman-Ave-G21-Sunnyside-NY-11104/2113287433_zpid/,"4601 Skillman Ave # G21, Sunnyside, NY 11104",Apartment for rent,1,bd,1,ba,7 days ago,https://photos.zillowstatic.com/p_e/ISni4awa0r9i810000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4601 Skillman Ave # G21, Sunnyside, NY 11104"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4601 Skillman Ave # G21"",""addressLocality"":""Sunnyside"",""addressRegion"":""NY"",""postalCode"":""11104""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.746679,""longitude"":-73.917848},""url"":""/homedetails/4601-Skillman-Ave-G21-Sunnyside-NY-11104/2113287433_zpid/""}","$2,020/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/4915-Skillman-Ave-APT-6N-Woodside-NY-11377/2081969644_zpid/,"4915 Skillman Ave APT 6N, Woodside, NY 11377",Apartment for rent,Studio,ba,1,sqft,7 days ago,https://photos.zillowstatic.com/p_e/ISj36q0fsukc310000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4915 Skillman Ave Apt 6n, Woodside, NY 11377"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4915 Skillman Ave APT 6N"",""addressLocality"":""Woodside"",""addressRegion"":""NY"",""postalCode"":""11377""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.746317,""longitude"":-73.91475},""url"":""/homedetails/4915-Skillman-Ave-APT-6N-Woodside-NY-11377/2081969644_zpid/""}","$1,895/mo",--,,Save this home
https://www.zillow.com/homedetails/13325-41st-Rd-Flushing-NY-11355/64463293_zpid/,"13325 41st Rd, Flushing, NY 11355",Apartment for rent,1,bd,1,ba,7 days ago,https://photos.zillowstatic.com/p_e/ISzb7lxhk20b351000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13325 41st Rd, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""950""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13325 41st Rd"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.757108,""longitude"":-73.830615},""url"":""/homedetails/13325-41st-Rd-Flushing-NY-11355/64463293_zpid/""}","$1,600/mo",950,sqft,Save this home
https://www.zillow.com/homedetails/3425-Parsons-Blvd-2-Flushing-NY-11354/2084922557_zpid/,"3425 Parsons Blvd # 2, Flushing, NY 11354",Apartment for rent,2,bds,2,ba,7 days ago,https://photos.zillowstatic.com/p_e/ISi797fpmqyy830000000000.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3425 Parsons Blvd # 2, Flushing, NY 11354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3425 Parsons Blvd # 2"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.766001,""longitude"":-73.823579},""url"":""/homedetails/3425-Parsons-Blvd-2-Flushing-NY-11354/2084922557_zpid/""}","$2,350/mo","1,100",sqft,Save this home
https://www.zillow.com/homedetails/2550-124th-St-Flushing-NY-11354/32025318_zpid/,"2550 124th St, Flushing, NY 11354",House for rent,3,bds,2,ba,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2550 124th St, Flushing, NY 11354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2550 124th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.775271,""longitude"":-73.844754},""url"":""/homedetails/2550-124th-St-Flushing-NY-11354/32025318_zpid/""}","$2,100/mo",900,sqft,Save this home
https://www.zillow.com/homedetails/9719-43rd-Ave-FL-2-Corona-NY-11368/2081970279_zpid/,"9719 43rd Ave FL 2, Corona, NY 11368",Apartment for rent,3,bds,2,ba,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9719 43rd Ave Fl 2, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9719 43rd Ave FL 2"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.746534,""longitude"":-73.865744},""url"":""/homedetails/9719-43rd-Ave-FL-2-Corona-NY-11368/2081970279_zpid/""}","$2,800/mo",--,sqft,Save this home
https://www.zillow.com/b/4235-main-st-flushing-ny-5jMhvk/,"4235 Main St, Flushing, NY",For Rent,"$2,600+",2 bds,,,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/b/3324-parsons-boulevard-flushing-ny-5YCM3X/,"3324 Parsons Boulevard | 3324 Parsons Blvd, Flushing, NY",3324 Parsons Boulevard,"$2,330+",2 bds,,,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/homedetails/196-Scholes-St-APT-2B-Brooklyn-NY-11206/83045920_zpid/,"196 Scholes St APT 2B, Brooklyn, NY 11206",Apartment for rent,3,bds,2,ba,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""196 Scholes St Apt 2b, Brooklyn, NY 11206"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""930""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""196 Scholes St APT 2B"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11206""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.708781,""longitude"":-73.941124},""url"":""/homedetails/196-Scholes-St-APT-2B-Brooklyn-NY-11206/83045920_zpid/""}","$5,000/mo",930,sqft,Save this home
https://www.zillow.com/homedetails/34th-Ave-Flushing-NY-11354/2085581236_zpid/,"34th Ave, Flushing, NY 11354",Apartment for rent,2,bds,2,ba,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""34th Ave, Flushing, NY 11354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""34th Ave"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7675,""longitude"":-73.82617},""url"":""/homedetails/34th-Ave-Flushing-NY-11354/2085581236_zpid/""}","$2,350/mo","1,000",sqft,Save this home
https://www.zillow.com/homedetails/Parsons-Blvd-Flushing-NY-11354/2099119294_zpid/,"Parsons Blvd, Flushing, NY 11354",Apartment for rent,2,bds,2,ba,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Parsons Blvd, Flushing, NY 11354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Parsons Blvd"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.768159,""longitude"":-73.824207},""url"":""/homedetails/Parsons-Blvd-Flushing-NY-11354/2099119294_zpid/""}","$2,330/mo",700,sqft,Save this home
https://www.zillow.com/homedetails/2626-14th-St-FRONTFL2-Astoria-NY-11102/2081971243_zpid/,"2626 14th St # FRONTFL2, Astoria, NY 11102",Apartment for rent,4,bds,2,ba,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2626 14th St # Frontfl2, Astoria, NY 11102"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,550""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2626 14th St # FRONTFL2"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11102""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.773938,""longitude"":-73.92901},""url"":""/homedetails/2626-14th-St-FRONTFL2-Astoria-NY-11102/2081971243_zpid/""}","$4,450/mo","1,550",sqft,Save this home
https://www.zillow.com/homedetails/7334-69th-Ave-1-Middle-Village-NY-11379/2081971297_zpid/,"7334 69th Ave # 1, Middle Village, NY 11379",Apartment for rent,1,bd,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7334 69th Ave # 1, Middle Village, NY 11379"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7334 69th Ave # 1"",""addressLocality"":""Middle Village"",""addressRegion"":""NY"",""postalCode"":""11379""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.709323,""longitude"":-73.877042},""url"":""/homedetails/7334-69th-Ave-1-Middle-Village-NY-11379/2081971297_zpid/""}","$1,500/mo",850,sqft,Save this home
https://www.zillow.com/homedetails/6117-75th-St-FL-3RD-Middle-Village-NY-11379/2081971735_zpid/,"6117 75th St FL 3RD, Middle Village, NY 11379",Apartment for rent,3,bds,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6117 75th St Fl 3rd, Middle Village, NY 11379"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6117 75th St FL 3RD"",""addressLocality"":""Middle Village"",""addressRegion"":""NY"",""postalCode"":""11379""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72205,""longitude"":-73.884228},""url"":""/homedetails/6117-75th-St-FL-3RD-Middle-Village-NY-11379/2081971735_zpid/""}","$2,180/mo","1,000",sqft,Save this home
https://www.zillow.com/homedetails/6249-Dry-Harbor-Rd-3-Flushing-NY-11379/2081971926_zpid/,"6249 Dry Harbor Rd # 3, Flushing, NY 11379",Apartment for rent,3,bds,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6249 Dry Harbor Rd # 3, Flushing, NY 11379"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6249 Dry Harbor Rd # 3"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11379""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723726,""longitude"":-73.873565},""url"":""/homedetails/6249-Dry-Harbor-Rd-3-Flushing-NY-11379/2081971926_zpid/""}","$2,199/mo",--,sqft,Save this home
https://www.zillow.com/b/4439-purves-st-long-island-city-ny-63Zwds/,"4441 Purves St, Long Island City, NY",For Rent,"$2,588+",Studio,"$3,240+",1 bd,21 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,"$4,425 ",2 bds,
https://www.zillow.com/b/10204-37th-ave-corona-ny-5vWr/,"10204 37th Ave, Corona, NY",For Rent,"$1,775 ",1 bd,"$2,550 ",2 bds,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/homedetails/277-Onderdonk-Ave-2-Flushing-NY-11385/2081972586_zpid/,"277 Onderdonk Ave # 2, Flushing, NY 11385",Apartment for rent,2,bds,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""277 Onderdonk Ave # 2, Flushing, NY 11385"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""277 Onderdonk Ave # 2"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11385""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.70949,""longitude"":-73.916055},""url"":""/homedetails/277-Onderdonk-Ave-2-Flushing-NY-11385/2081972586_zpid/""}","$2,099/mo","1,000",sqft,Save this home
https://www.zillow.com/homedetails/2543-38th-St-APT-1R-Astoria-NY-11103/2081972632_zpid/,"2543 38th St APT 1R, Astoria, NY 11103",Apartment for rent,1,bd,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2543 38th St Apt 1r, Astoria, NY 11103"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2543 38th St APT 1R"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11103""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.767104,""longitude"":-73.913161},""url"":""/homedetails/2543-38th-St-APT-1R-Astoria-NY-11103/2081972632_zpid/""}","$1,950/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/3324-Parsons-Blvd-APT-5P-Flushing-NY-11354/2112723061_zpid/,"3324 Parsons Blvd APT 5P, Flushing, NY 11354",Apartment for rent,2,bds,2,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3324 Parsons Boulevard, Flushing, NY 11354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3324 Parsons Boulevard"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.76753,""longitude"":-73.82408},""url"":""/homedetails/3324-Parsons-Boulevard-Flushing-NY-11354/2112723061_zpid/""}","$2,330/mo","1,000",sqft,Save this home
https://www.zillow.com/homedetails/36-Apollo-St-2-Brooklyn-NY-11222/2081973298_zpid/,"36 Apollo St # 2, Brooklyn, NY 11222",Apartment for rent,3,bds,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""36 Apollo St # 2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""36 Apollo St # 2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725476,""longitude"":-73.93753},""url"":""/homedetails/36-Apollo-St-2-Brooklyn-NY-11222/2081973298_zpid/""}","$2,999/mo",900,sqft,Save this home
https://www.zillow.com/homedetails/3714-36th-St-11C-Long-Island-City-NY-11101/2089817142_zpid/,"3714 36th St # 11C, Long Island City, NY 11101",Apartment for rent,1,bd,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3714 36th St # 11c, Long Island City, NY 11101"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3714 36th St # 11C"",""addressLocality"":""Long Island City"",""addressRegion"":""NY"",""postalCode"":""11101""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.752421,""longitude"":-73.927962},""url"":""/homedetails/3714-36th-St-11C-Long-Island-City-NY-11101/2089817142_zpid/""}","$2,731/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/10240-62nd-Ave-APT-3V-Forest-Hills-NY-11375/2081973660_zpid/,"10240 62nd Ave APT 3V, Forest Hills, NY 11375",Apartment for rent,1,bd,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""The Maple, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""812""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""The Maple"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736177,""longitude"":-73.854345},""url"":""/homedetails/The-Maple-Forest-Hills-NY-11375/2081973660_zpid/""}","$1,996/mo",812,sqft,Save this home
https://www.zillow.com/homedetails/3541-34th-St-APT-1R-Astoria-NY-11106/2081973661_zpid/,"3541 34th St APT 1R, Astoria, NY 11106",Apartment for rent,2,bds,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3541 34th St Apt 1r, Astoria, NY 11106"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""645""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3541 34th St APT 1R"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11106""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.755797,""longitude"":-73.926739},""url"":""/homedetails/3541-34th-St-APT-1R-Astoria-NY-11106/2081973661_zpid/""}","$2,000/mo",645,sqft,Save this home
https://www.zillow.com/b/2116-31st-ave-astoria-ny-97ZbXb/,"2116 31st Ave, Astoria, NY",For Rent,"$2,500+",1 bd,,,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
https://www.zillow.com/homedetails/2317-26th-St-A1-Astoria-NY-11105/2081973881_zpid/,"2317 26th St # A1, Astoria, NY 11105",Apartment for rent,2,bds,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2317 26th St # A1, Astoria, NY 11105"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2317 26th St # A1"",""addressLocality"":""Astoria"",""addressRegion"":""NY"",""postalCode"":""11105""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.775952,""longitude"":-73.916223},""url"":""/homedetails/2317-26th-St-A1-Astoria-NY-11105/2081973881_zpid/""}","$2,600/mo",--,sqft,Save this home
https://www.zillow.com/homedetails/2928-41st-Ave-APT-810-Long-Island-City-NY-11101/2081974109_zpid/,"2928 41st Ave APT 810, Long Island City, NY 11101",Apartment for rent,Studio,ba,1,sqft,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2928 41st Ave Apt 810, Long Island City, NY 11101"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2928 41st Ave APT 810"",""addressLocality"":""Long Island City"",""addressRegion"":""NY"",""postalCode"":""11101""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.75081,""longitude"":-73.936851},""url"":""/homedetails/2928-41st-Ave-APT-810-Long-Island-City-NY-11101/2081974109_zpid/""}","$2,595/mo",--,,Save this home
"https://www.zillow.com/b/8008-135th-St-Jamaica-NY/40.715463,-73.823834_ll/","8008 135th St, Jamaica, NY",For Rent,"$1,500+",Studio,"$1,750+",1 bd,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,"$2,000 ",2 bds,
https://www.zillow.com/homedetails/33-Newell-St-2-Brooklyn-NY-11222/2087131216_zpid/,"33 Newell St # 2, Brooklyn, NY 11222",Apartment for rent,3,bds,1,ba,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""33 Newell St # 2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""33 Newell St # 2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723709,""longitude"":-73.947043},""url"":""/homedetails/33-Newell-St-2-Brooklyn-NY-11222/2087131216_zpid/""}",Contact Landlord,--,sqft,Save this home
https://www.zillow.com/b/10914-ascan-ave-forest-hills-ny-5YF5W6/,"10914 Ascan Ave, Forest Hills, NY",For Rent,"$2,299+",1 bd,,,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,
